sensor_11,sensor_14,sensor_2,sensor_12_norm,sensor_12,sensor_11_norm,setting2,sensor_15,cycle,sensor_15_norm,setting3,sensor_13,sensor_13_norm,id,sensor_7_norm,sensor_17,sensor_21,sensor_4_norm,sensor_17_norm,sensor_4,sensor_9,sensor_3_norm,sensor_2_norm,setting1,sensor_9_norm,sensor_14_norm,sensor_3,sensor_8,sensor_20,sensor_7
42.14,8070.9,549.33,-0.7829082822148087,130.29,0.2146852550235059,0.8407,9.3819,99,0.5303077594175389,100.0,2387.72,-1.1480908856181258,144,-0.7841464821880815,330,6.3385,0.1035143513844322,-1.0818772526249592,1130.0,8312.02,-0.4996447008981894,-0.8902476705506843,42.0071,-1.184527911807249,-0.6670402664529301,1354.96,2211.69,10.53,138.32
44.52,8048.4,607.2,0.9882357523182308,314.55,1.0096093641093415,0.7006,9.2362,100,-0.9871976895849705,100.0,2388.07,0.9920858946819934,144,0.9911904202609496,367,14.7016,1.020976756835268,1.0470375906801943,1256.27,8714.05,0.9939515346556282,0.982165823103858,19.9986,0.947620946913272,0.7967255304515961,1485.88,2323.98,24.34,334.39
42.31,8077.27,549.8,-0.7880280350909827,130.16,0.897618392755549,0.84,9.4213,101,1.445441235371964,100.0,2387.75,-1.0535688847327007,144,-0.8067316421851717,332,6.3733,-0.6488419639304017,-0.1207302575774788,1124.16,8310.58,0.3483018041689796,-0.7325652379873134,42.001,-1.2490924661534106,-0.3156636468441723,1361.89,2211.66,10.54,137.71
42.29,8068.17,549.53,-0.7663675421533224,130.71,0.817273317728238,0.84,9.3993,102,0.934453000067464,100.0,2387.69,-1.2426128865021178,144,-0.7889597130071334,330,6.2945,-0.7042380624895509,-1.0818772526249592,1123.73,8310.75,-1.002539381392582,-0.82314876307692,42.0029,-1.241470261820877,-0.817630246285212,1350.85,2211.59,10.52,138.19
44.51,8055.07,607.21,0.9887680065847758,314.59,1.0069983714382544,0.7007,9.2224,103,-1.0035941481810084,100.0,2388.08,0.9921414747213242,144,0.9854069798016004,366,14.6312,1.017042192112367,1.012615606783349,1255.87,8709.17,0.994578834829704,0.9824486890390705,20.0013,0.9339699517172791,0.8670963640103168,1485.95,2323.95,24.33,333.93
42.23,8072.45,549.66,-0.7829082822148087,130.29,0.5762380926463337,0.84,9.3978,104,0.8996128931148836,100.0,2387.66,-1.3371348873875428,144,-0.7959944349734404,332,6.3802,0.3830714069038273,-0.1207302575774788,1132.17,8306.38,-0.0518114817718277,-0.7795344732189599,42.0069,-1.4374057496630153,-0.5815404610536256,1358.62,2211.62,10.6,138.0
36.84,7866.01,537.03,-1.0059879208613969,164.68,-0.9956330072846422,0.6211,10.9255,105,1.019942709421369,60.0,2028.02,-1.009073421474045,144,-1.0141546955352108,307,8.6542,-0.9556501958318316,-1.0182814431305491,1055.32,8002.28,-0.9553389491310984,-1.0027044442846156,25.0008,-1.0434382437943848,-1.127552780309256,1268.36,1915.14,14.17,174.89
37.01,7868.46,536.63,-1.0094475735939432,164.42,-0.951246131876183,0.6219,10.9273,106,1.0220813779338973,60.0,2028.05,-1.0089066813560486,144,-1.004096538214603,309,8.5252,-1.0232263449476453,-0.9494374753368576,1048.45,8003.76,-1.0056125773677818,-1.0140190816931285,25.0,-1.0392981878742866,-1.1017044231550055,1262.75,1915.17,14.26,175.69
47.7,8121.86,642.8,-0.1832372779580816,521.27,0.5994307293003398,0.0013,8.4601,107,0.4833653838924506,100.0,2388.15,0.7150337826566551,144,-0.6920760010658875,394,23.1645,1.1099165530851995,0.5268077109245528,1418.78,9046.68,-0.0101517632590867,0.2445614217352877,0.0024,-0.8407921621609852,-1.1971345066037575,1590.36,2388.18,38.84,552.76
47.74,8121.93,642.73,0.2931515561677445,521.62,0.7509816788545572,0.0,8.4747,108,0.8786338726260762,100.0,2388.14,0.573626732925304,144,0.287180089212705,394,23.4044,0.41055776140448,0.5268077109245528,1412.53,9046.98,0.1409519865672689,0.1034053331403498,0.0027,-0.8251773990908381,-1.192902763677519,1591.27,2388.14,38.54,553.61
47.56,8128.8,642.84,-0.2921261543295929,521.19,0.0690024058605655,0.0008,8.4723,109,0.8136582306424724,100.0,2388.15,0.7150337826566551,144,-0.715117320837127,393,23.2561,0.8133884254125897,-0.1304966518297589,1416.13,9039.61,-1.2538518579835964,0.3252220437897672,0.0008,-1.2087800785149958,-0.777587422206058,1582.87,2388.12,38.83,552.74
42.07,8052.51,556.07,1.304375582686968,183.29,-0.0665225075720395,0.8417,9.3079,110,-1.1884708502430286,100.0,2387.81,-0.8645248829632838,144,1.2922072434461045,335,8.8534,0.8494292598900696,1.3209902349937417,1135.79,8339.77,0.5342871847897689,1.370985511315947,35.0059,0.059684854238138,-1.6814540866419474,1363.41,2222.75,14.79,194.4
41.99,8058.05,556.37,1.2827150897493087,182.74,-0.3879028076812262,0.8408,9.3758,111,0.3886246578103839,100.0,2387.87,-0.6754808811938667,144,1.281470036234373,334,8.9132,0.2529549893579393,0.8404167374700015,1131.16,8344.91,-0.0701653022278102,1.4716338725266125,35.0,0.2901444440569691,-1.3758612337954386,1358.47,2222.73,14.85,194.11
41.96,8060.75,556.31,1.3016187926767206,183.22,-0.5084204202221784,0.84,9.3455,112,-0.3151455026317249,100.0,2387.82,-0.8330175493343311,144,1.2892452552497642,335,8.7608,0.4912870412984177,1.3209902349937417,1133.01,8345.41,0.8976928298185557,1.4515042002844565,35.0021,0.312562692093823,-1.226926088906355,1366.38,2222.79,14.82,194.32
41.96,8057.23,555.82,1.29768052123351,183.12,-0.5084204202221784,0.8405,9.3558,113,-0.0759101015573281,100.0,2387.76,-1.0220615511037483,144,1.2892452552497642,336,8.8496,0.949915206113624,1.8015637325174816,1136.57,8340.61,0.1733287158217798,1.2871118769737129,35.0056,0.0973475109400589,-1.4210933889099382,1360.46,2222.71,14.85,194.32
47.71,8120.77,643.33,-0.0879595111328545,521.34,0.6373184666888875,0.0,8.4327,114,-0.2584398620871095,100.0,2388.15,0.7150337826566551,144,-0.3579768643826538,395,23.2548,0.8973114804142761,1.1841120736788644,1416.88,9043.99,1.1305985238914495,1.313314663955249,0.0014,-0.9808045376903368,-1.2630287893117025,1597.23,2388.2,38.83,553.05
47.59,8124.49,642.59,-0.0743484015864155,521.35,0.1826656180262353,0.0,8.4185,115,-0.6428790771568251,100.0,2388.09,-0.1334085157121598,144,-0.5999107219807989,395,23.1286,0.0010132529962414,1.1841120736788644,1408.87,9046.54,1.4826204465637889,-0.1789068440497551,0.0001,-0.8480790515937079,-1.0381418795193318,1599.35,2388.14,38.66,552.84
36.82,7862.32,536.78,-1.0086491921941247,164.48,-1.0008549926268149,0.62,10.9421,116,1.0396659857035606,60.0,2028.04,-1.0089622613953808,144,-0.9996960943868372,307,8.5448,-0.9290918839522534,-1.0182814431305491,1058.02,8000.11,-0.9699460817560164,-1.0097760926649364,25.0073,-1.049508460920473,-1.166483571288523,1266.73,1915.17,14.2,176.04
44.6,8049.6,607.77,0.9959534391831412,315.13,1.0304973054780284,0.7,9.262,117,-0.9565434409054202,100.0,2388.11,0.992308214839322,144,0.9920705090265026,366,14.6346,0.9790736425363784,1.012615606783349,1252.01,8716.62,1.0035402658879364,0.9982891814109878,20.0034,0.9548100980718228,0.809385950282258,1486.95,2324.0,24.38,334.46
42.28,8075.77,549.77,-0.7801514922045603,130.36,0.7771007802145968,0.84,9.4067,118,1.1063308610335332,100.0,2387.69,-1.2426128865021178,144,-0.7922919497280159,331,6.3688,0.2606846775289752,-0.6013037551012189,1131.22,8308.85,-0.3895217781622112,-0.7426300741083723,42.0034,-1.3266596043609054,-0.3984053940047799,1355.86,2211.72,10.63,138.1
42.05,8056.16,556.03,1.2929545955016568,183.0,-0.1468675825993504,0.84,9.3872,119,0.6534094706499872,100.0,2387.9,-0.5809588803084418,144,1.2988717168878692,334,8.8454,1.5670019784352127,0.8404167374700015,1141.36,8336.13,0.9441891749737392,1.3575657298211636,35.0028,-0.1035199914702132,-1.4801158352178223,1366.76,2222.79,14.89,194.58
42.18,8057.84,556.35,1.2870471883368402,182.85,0.3753754050780992,0.841,9.3446,120,-0.336049566803265,100.0,2387.81,-0.8645248829632838,144,1.287023764102509,334,8.9011,1.2346253870803765,0.8404167374700015,1138.78,8337.05,0.8805625973929442,1.46492398177924,35.0011,-0.0622704150823989,-1.3874450783979255,1366.24,2222.78,14.92,194.26
44.47,8045.27,607.44,0.9857075445521392,314.36,0.9965544007539108,0.7,9.2573,121,-0.962127742021462,100.0,2388.08,0.9921414747213242,144,0.991064693294442,367,14.6861,1.043600503991945,1.0470375906801943,1258.57,8722.76,0.9907254194746634,0.9889546055489662,20.0018,0.9719857354700608,0.7637029353933147,1485.52,2323.99,24.45,334.38
36.88,7867.68,536.8,-1.0065201751279425,164.64,-0.9851890366002988,0.62,10.9473,122,1.045844361406416,60.0,2028.09,-1.00868436119872,144,-1.0067368045112626,309,8.6348,-0.936075736335402,-0.9494374753368576,1057.31,8002.84,-1.0038202911561347,-1.009210360794511,25.0014,-1.0418717361489416,-1.109933696044928,1262.95,1915.18,14.13,175.48
42.22,8059.65,555.96,1.3035879283983267,183.27,0.5360655551326926,0.84,9.3625,123,0.0797090428308674,100.0,2387.76,-1.0220615511037483,144,1.31108991819777,334,8.849,0.6046558011403946,0.8404167374700015,1133.89,8337.77,0.6468572835865448,1.3340811122053595,35.0036,-0.0299881379092772,-1.2876033701574874,1364.33,2222.74,14.88,194.91
45.58,8115.8,605.48,-0.5721418270683069,371.14,0.3647313641788737,0.251,8.644,124,-0.540151818587479,100.0,2388.27,1.1068274179018895,144,0.0075808894941654,371,17.0989,0.7256141343352688,0.8731192332306031,1317.39,8771.76,0.0013714601393179,1.1941401660379802,10.0027,-0.7493728829477015,-1.2064011456684305,1502.02,2319.01,28.39,394.33
37.11,7868.73,536.96,-1.0110443363935795,164.3,-0.9251362051653236,0.6209,10.9264,125,1.0210120436776322,60.0,2028.02,-1.009073421474045,144,-1.0025878146165117,308,8.5681,-1.0045371625138697,-0.9838594592337034,1050.35,8003.37,-1.034737228307037,-1.0046845058311036,25.0071,-1.040389148555935,-1.0988558286931132,1259.5,1915.09,14.21,175.81
36.97,7871.87,536.78,-1.00439115806176,164.8,-0.9616901025605264,0.6214,10.9214,126,1.0150712978095036,60.0,2028.09,-1.00868436119872,144,-1.0092513438414144,308,8.6025,-1.0035535213331432,-0.9838594592337034,1050.45,8006.57,-0.9922600450910152,-1.0097760926649364,25.0072,-1.0314376762962665,-1.0657277301362311,1264.24,1915.19,14.34,175.28
42.3,8055.06,556.06,1.2740508925742449,182.52,0.8574458552418792,0.84,9.3518,127,-0.1688170534308622,100.0,2387.84,-0.7700028820778588,144,1.2959097286915289,334,8.8512,0.7785737849888487,0.8404167374700015,1135.24,8344.87,1.5877964789641086,1.3676305659422223,35.005,0.2883509842140632,-1.5407931164689044,1372.02,2222.76,14.86,194.5
36.98,7862.84,536.93,-1.0062540479946696,164.66,-0.959079109889441,0.62,10.9262,128,1.0207744138429076,60.0,2028.06,-1.0088511013167163,144,-1.0017077258509586,308,8.5824,-0.9531910928800188,-0.9838594592337034,1055.57,8009.3,-1.0117959647979626,-1.0055331036367443,24.9986,-1.023800951524735,-1.1609973893619017,1262.06,1915.18,14.26,175.88
42.14,8074.81,549.78,-0.7888156893796253,130.14,0.2146852550235059,0.84,9.4296,129,1.638223160509573,100.0,2387.72,-1.1480908856181258,144,-0.7700770382554677,330,6.3107,0.1898292026277542,-1.0818772526249592,1130.67,8315.28,0.0583114409641783,-0.739275128734686,41.9997,-1.0383609346069522,-0.4513601121875707,1359.52,2211.61,10.53,138.7
47.69,8125.13,642.97,-0.7276816598161023,520.87,0.5615429919117653,0.0017,8.4682,130,0.7026581755871073,100.0,2388.11,0.1494055837441118,144,-0.6229520417520382,395,23.09,0.97340171694912,1.1841120736788644,1417.56,9048.55,0.139291505799948,0.5873690654663096,0.0011,-0.7434601390235519,-0.9994516584797576,1591.26,2388.17,38.67,552.82
42.25,8075.68,549.58,-0.7612477892771483,130.84,0.6565831676736447,0.84,9.3908,131,0.7370257273361885,100.0,2387.68,-1.2741202201310704,144,-0.7615613221909902,333,6.3285,0.3315401524301961,0.3598432399462613,1131.77,8307.9,-0.9291240995685688,-0.8063740362084504,42.0037,-1.3692542756309602,-0.4033698988344243,1351.45,2211.71,10.72,138.93
41.9,8054.5,556.11,1.2815336083163456,182.71,-0.7494556453040826,0.8414,9.3396,132,-0.4521832566451723,100.0,2387.86,-0.7069882148213865,144,1.2759163083662357,335,8.9487,1.1006441254489705,1.3209902349937417,1137.74,8339.4,1.064100801952936,1.3844052928106922,34.9993,0.0430953506908303,-1.57168336874222,1367.74,2222.81,14.63,193.96
47.64,8127.52,642.84,-0.7140705502696635,520.88,0.3721043049690002,0.0,8.4692,133,0.7297313597469782,100.0,2388.18,1.139254931837847,144,-0.1966876259837159,394,23.1828,0.1520747519992921,0.5268077109245528,1410.22,9049.55,-0.5830176279852985,0.3252220437897672,0.0022,-0.691410928789602,-0.8549678642851515,1586.91,2388.18,38.63,553.19
45.73,8112.54,605.03,-0.0483076052023432,371.42,0.95902865206139,0.25,8.6786,134,0.3659736994458796,100.0,2388.22,0.5946018105305564,144,-0.9604771758935452,370,17.1774,0.2774905085231787,0.2016294154064415,1313.6,8771.38,1.0514308011044002,0.245773145228703,10.0057,-0.7701942200901623,-1.4098867353659836,1508.1,2319.08,28.36,393.68
42.48,8073.78,549.35,-0.7679428507306075,130.67,1.5805515304875637,0.84,9.3883,135,0.6789588824151936,100.0,2387.71,-1.1795982192456456,144,-0.7934026953016433,331,6.2717,0.6510339301666392,-0.6013037551012189,1134.25,8318.93,0.1268323706665685,-0.8835377798033117,42.0071,-0.8747077239379356,-0.5081761119045575,1360.08,2211.63,10.61,138.07
42.2,8073.17,550.07,-0.7809391464932028,130.34,0.4557204801054101,0.84,9.3919,136,0.762575139101395,100.0,2387.7,-1.211105552874598,144,-0.7778522572708588,330,6.2415,1.161193349455477,-1.0818772526249592,1138.21,8317.22,-0.2622686230005936,-0.6419817128976687,41.9997,-0.951378132224018,-0.5418244224165198,1356.9,2211.6,10.64,138.49
47.73,8129.34,643.21,-1.2312927130348064,520.5,0.7130939414659827,0.0,8.4309,137,-0.3071715935748484,100.0,2388.25,2.129104279938013,144,-0.2427702655263257,394,23.3304,0.6488992376092815,0.5268077109245528,1414.66,9045.17,-0.1579345515507628,1.0713327977922695,0.0024,-0.919386469614261,-0.7449425482039361,1589.47,2388.19,38.65,553.15
45.64,8119.45,605.11,-1.6759353659999956,370.55,0.6024502793318914,0.25,8.6868,138,0.5807202095000439,100.0,2388.23,0.6970469320066864,144,0.1714061005598041,370,17.1204,-0.3267078365690692,0.2016294154064415,1308.49,8766.9,0.3588752160270941,0.414371726705977,10.0017,-1.0156668264005957,-0.9785721878782626,1504.09,2319.02,28.48,394.44
42.03,8055.66,555.93,1.283896571182272,182.77,-0.2272126576266328,0.84,9.3681,139,0.2097787754538152,100.0,2387.89,-0.6124662139373943,144,1.281840284758915,335,8.8189,1.4111199336525384,1.3209902349937417,1140.15,8339.03,0.9356240587609472,1.3240162760842624,35.0068,0.0265058471436041,-1.5076964176046914,1366.69,2222.75,14.97,194.12
45.67,8115.93,605.13,-0.815350572934613,371.01,0.7213097369084003,0.25,8.6658,140,0.0307596349711412,100.0,2388.28,1.2092725393780197,144,-1.0051567789114852,370,17.0722,0.3744460159548327,0.2016294154064415,1314.42,8766.38,-0.0780738189468633,0.4565213720752357,10.0068,-1.044159182490226,-1.19828668963754,1501.56,2319.06,28.48,393.65
47.64,8126.93,643.14,-1.775737094892827,520.1,0.3721043049690002,0.0,8.4628,141,0.5564629811239868,100.0,2388.17,0.9978478821129266,144,-0.1851669660980962,395,23.317,0.6668028226762915,1.1841120736788644,1414.82,9042.86,0.894810254931651,0.9301767091971024,0.0017,-1.0396201452546587,-0.8906354118059996,1595.81,2388.21,38.86,553.2
36.95,7866.39,536.42,-1.009580637160579,164.41,-0.9669120879026972,0.622,10.9498,142,1.0488147343404803,60.0,2028.08,-1.008739941238052,144,-1.0082455281093534,308,8.5257,-1.0015862389716923,-0.9838594592337034,1050.65,8007.41,-0.9521128339501336,-1.019959266332599,25.0033,-1.029087914828103,-1.1235436473628808,1268.72,1915.14,14.39,175.36
42.18,8055.73,555.77,1.2882286697698035,182.88,0.3753754050780992,0.84,9.3618,143,0.0634503262529937,100.0,2387.85,-0.738495548450339,144,1.2955394801669866,334,8.9362,0.8391230089953551,0.8404167374700015,1135.71,8338.96,1.2953589396985374,1.2703371501052432,35.0034,0.0233672924183761,-1.503835136070546,1369.63,2222.85,14.69,194.49
36.88,7873.04,537.24,-1.0058548572947603,164.69,-0.9851890366002988,0.62,10.9538,144,1.0535673310349838,60.0,2028.06,-1.0088511013167163,144,-1.0023363606834963,308,8.5679,-0.947092517559522,-0.9838594592337034,1056.19,8008.29,-1.0457597885086634,-0.996764259645145,25.0071,-1.0266262599566935,-1.0533838208013424,1258.27,1915.21,14.15,175.83
45.7,8116.95,605.49,-0.7031003825347713,371.07,0.8401691944849092,0.2504,8.7077,145,1.1280619241502898,100.0,2388.24,0.7994920534781579,144,-0.6030403517503645,371,17.1465,0.647576774695163,0.8731192332306031,1316.73,8772.01,-0.5633808498863139,1.2152149887226096,10.0013,-0.7356746348276983,-1.1346194192414067,1498.75,2319.04,28.43,393.92
42.31,8071.74,550.1,-0.765186060720359,130.74,0.897618392755549,0.8408,9.4007,146,0.9669704332232114,100.0,2387.74,-1.0850762183616534,144,-0.7941431923507275,331,6.2972,0.7695558154559735,-0.6013037551012189,1135.17,8318.64,-0.0762832423798043,-0.6319168767766098,42.0035,-0.88771030779935,-0.6207048880429819,1358.42,2211.62,10.65,138.05
45.66,8121.45,605.22,-0.4786000017350877,371.19,0.6816899177162119,0.25,8.6823,147,0.4628715149581262,100.0,2388.28,1.2092725393780197,144,-0.2158171255952801,371,17.1597,1.4350446765179612,0.8731192332306031,1323.39,8776.19,1.2293191434060873,0.6461947762371391,10.0058,-0.5066399262612291,-0.8537344027877474,1509.13,2319.09,28.36,394.18
36.92,7864.73,537.47,-1.0163668790590354,163.9,-0.9747450659159552,0.6211,10.9167,148,1.009486996693462,60.0,2028.08,-1.008739941238052,144,-1.009377070807922,307,8.5097,-0.9923400118728782,-1.0182814431305491,1051.59,8010.71,-1.0188754953339658,-0.9902583431352492,25.0045,-1.0198567090603188,-1.1410572281286273,1261.27,1915.21,14.21,175.27
44.69,8056.38,607.45,0.9967518205829596,315.19,1.0539962395178009,0.7,9.2819,149,-0.9328992723502636,100.0,2388.14,0.9924749549573172,144,0.98176089777288,365,14.7258,1.0245178650858795,0.9781936228865032,1256.63,8719.56,0.9840939604915714,0.9892374714841788,20.0067,0.96303426321039,0.8809173223254518,1484.78,2324.07,24.47,333.64
45.55,8120.94,605.51,-0.7218087476013938,371.06,0.2458719066023648,0.25,8.6795,150,0.3895434383543004,100.0,2388.28,1.2092725393780197,144,-1.213661592994979,373,16.9974,0.9975625088386288,2.2160988688789267,1319.69,8776.06,0.0203692442686425,1.257364634091868,10.0024,-0.5137630152836865,-0.8855680379858424,1502.13,2319.07,28.37,393.51
36.88,7868.46,536.95,-1.0111773999602165,164.29,-0.9851890366002988,0.6203,10.9506,151,1.0497652536793811,60.0,2028.07,-1.0087955212773845,144,-1.015034784300764,308,8.541,-0.9568305652487008,-0.9838594592337034,1055.2,8003.84,-1.0076737065111754,-1.004967371766316,25.0049,-1.0390744010677953,-1.1017044231550055,1262.52,1915.2,14.25,174.82
45.84,8120.1,605.11,-0.8714756681344807,370.98,1.3948466631752652,0.25,8.6829,152,0.4785846742303912,100.0,2388.22,0.5946018105305564,144,0.2011925025717076,370,17.0583,0.4051880061160817,0.2016294154064415,1314.68,8777.55,-0.0625301773864996,0.414371726705977,10.0056,-0.4321214564884795,-0.9379999077238113,1501.65,2319.02,28.36,394.46
44.51,8053.86,607.5,0.986638989518594,314.43,1.0069983714382544,0.7,9.2366,153,-0.9867224299155212,100.0,2388.17,0.9926416950753147,144,0.9871671573327064,367,14.6715,1.085011797700472,1.0470375906801943,1262.78,8714.0,1.033023374069521,0.9906518011602417,20.0023,0.9474810801592166,0.8543304406810733,1490.24,2324.04,24.34,334.07
42.38,8076.57,549.72,-0.768730505019249,130.65,1.1788261553510944,0.8407,9.3986,154,0.9181942834895904,100.0,2387.7,-1.211105552874598,144,-0.7752605175990618,332,6.309,1.184382413968614,-0.1207302575774788,1138.39,8310.19,-0.2806224434566039,-0.7594048009768039,42.0061,-1.2665786996221309,-0.3542764621858293,1356.75,2211.71,10.69,138.56
47.77,8125.66,643.43,-0.8365705361877684,520.79,0.864644891020227,0.001,8.4614,155,0.518560523300206,100.0,2388.15,0.7150337826566551,144,-0.6920760010658875,394,23.2341,0.49224286827279,0.5268077109245528,1413.26,9055.73,0.9230384279761444,1.5149662190908748,0.0027,-0.3697468095437763,-0.967411319181392,1595.98,2388.17,38.74,552.76
47.74,8129.14,642.87,-0.904626083919963,520.74,0.7509816788545572,0.0,8.4384,156,-0.1041227123760566,100.0,2388.15,0.7150337826566551,144,-1.233547015690538,393,23.2325,0.4161526317379206,-0.1304966518297589,1412.58,9052.73,1.6337241963901448,0.3857175103304548,0.0008,-0.5258944402456261,-0.7570332422787859,1600.26,2388.26,38.74,552.29
45.8,8123.99,605.2,-1.2456429694673574,370.78,1.2363673864065678,0.2514,8.7095,157,1.1752014019670385,100.0,2388.2,0.3897115675829548,144,-0.6030403517503645,370,17.0576,0.8024691097383777,0.2016294154064415,1318.04,8770.94,1.0445225159664782,0.6040451308678804,10.0008,-0.794303136781296,-0.6951904157227954,1508.06,2318.97,28.49,393.92
47.89,8125.23,643.01,-1.789348204439266,520.09,1.3192977396828791,0.0,8.4556,158,0.3615360551731756,100.0,2388.18,1.139254931837847,144,-0.7496793004939861,394,23.1778,1.2050293487537926,0.5268077109245528,1419.63,9046.35,0.5992446783482611,0.6680296875205599,0.0027,-0.8579684015381849,-0.99340631144236,1594.03,2388.26,38.73,552.71
47.9,8124.21,643.43,-1.3810149180457891,520.39,1.357185477071427,0.0,8.4807,159,1.0410729775851095,100.0,2388.19,1.2806619815691982,144,-0.5538280824383199,394,23.2512,0.935356598681698,0.5268077109245528,1417.22,9051.43,1.022667274015476,1.5149662190908748,0.0022,-0.5935584135497232,-1.0550688512241215,1596.58,2388.17,38.71,552.88
44.8,8053.92,608.34,0.987304307351776,314.48,1.0827171588997455,0.7001,9.2685,160,-0.9488204712768524,100.0,2388.15,0.9925305349966506,144,0.9851555258685856,366,14.6414,1.068978446454654,1.012615606783349,1261.15,8719.5,1.029438801646227,1.0144125397181207,20.0073,0.9628664231055224,0.8549634616726103,1489.84,2324.06,24.28,333.91
45.67,8123.33,605.13,-0.4224749065351136,371.22,0.7213097369084003,0.25,8.6781,161,0.3528794000523643,100.0,2388.24,0.7994920534781579,144,-1.0945159849472803,370,17.1161,1.1654610704885144,0.2016294154064415,1321.11,8776.48,1.070428585233725,0.4565213720752357,10.0028,-0.4907499584420772,-0.7363868848026562,1508.21,2319.02,28.35,393.59
42.42,8079.33,550.15,-0.7777885293386347,130.42,1.3395163054056878,0.84,9.4109,162,1.203883160500734,100.0,2387.74,-1.0850762183616534,144,-0.768225795632755,331,6.3191,-0.2069614568191357,-0.6013037551012189,1127.59,8316.91,-0.1435805840518235,-0.6151421499081782,42.0038,-0.9652774460068446,-0.2020316474102992,1357.87,2211.74,10.45,138.75
44.67,8055.48,607.18,0.9837115910525928,314.21,1.04877425417563,0.7016,9.2701,163,-0.9469194325990512,100.0,2388.15,0.9925305349966506,144,0.9877957921652448,366,14.7064,1.0035663079364336,1.012615606783349,1254.5,8725.27,1.0215527423149835,0.9816000912334296,20.0046,0.9790070465237392,0.8714220074524553,1488.96,2324.07,24.39,334.12
42.39,8076.44,550.36,-0.7868465536580194,130.19,1.2189986928647356,0.8404,9.4046,164,1.0575547112999124,100.0,2387.75,-1.0535688847327007,144,-0.800067168743408,333,6.2012,0.697412059192884,0.3598432399462613,1134.61,8325.98,-0.3858510140709869,-0.5446882970606894,42.0047,-0.5586104266183294,-0.3614474136064213,1355.89,2211.75,10.49,137.89
42.08,8058.18,556.86,1.2827150897493087,182.74,-0.0263499700583983,0.8416,9.3483,165,-0.2501106363202304,100.0,2387.96,-0.3919148785390247,144,1.2755460598416923,334,8.8718,0.3006213997460232,0.8404167374700015,1131.53,8345.11,1.1387396718073202,1.636026195837394,35.0056,0.2991117432717433,-1.3686902823748466,1368.35,2222.86,14.76,193.95
37.13,7870.36,537.17,-1.0074516200943973,164.57,-0.9199142198231508,0.6211,10.9552,166,1.0552307398780605,60.0,2028.09,-1.00868436119872,144,-1.008999889908399,308,8.4822,-0.9048943109064154,-0.9838594592337034,1060.48,8016.99,-0.9721864395205744,-0.9987443211916364,25.0006,-1.0022894447507191,-1.08165875842314,1266.48,1915.25,14.33,175.3
45.66,8121.32,605.74,-0.6282669222681746,371.11,0.6816899177162119,0.25,8.6756,167,0.2874079030846012,100.0,2388.23,0.6970469320066864,144,-1.0051567789114852,372,17.0638,0.7729095038140988,1.5446090510547648,1317.79,8778.2,0.7854618232941686,1.7420855558388213,10.0058,-0.3965060113763914,-0.8618488588186377,1506.56,2319.08,28.51,393.65
47.76,8127.37,642.82,-1.408237137138667,520.37,0.8267571536316525,0.0019,8.4238,168,-0.4993912011096822,100.0,2388.2,1.4220690312941189,144,-0.0008364079280497,394,23.3004,1.1390098788191163,0.5268077109245528,1419.04,9049.43,-0.0350589747689007,0.2848917327626421,0.0023,-0.6976568340176229,-0.8640358848413301,1590.21,2388.19,38.75,553.36
45.9,8122.03,605.3,-0.6843920174681487,371.08,1.6325655783282549,0.25,8.6891,169,0.6409539867103542,100.0,2388.23,0.6970469320066864,144,-0.811545165833943,372,17.0538,0.9739148240992004,1.5446090510547648,1319.49,8776.5,-0.0487136071106556,0.8147933577141735,10.001,-0.489654098592453,-0.8175314451115026,1501.73,2319.1,28.42,393.78
45.89,8123.44,604.99,-1.713352096133347,370.53,1.5929457591360945,0.25,8.6943,170,0.77713470040324,100.0,2388.22,0.5946018105305564,144,-1.1987683919890273,373,17.0611,0.6913249914630827,2.2160988688789267,1317.1,8778.0,0.6542044056735333,0.1614738544901857,9.9983,-0.4074646098724339,-0.7295208066226984,1505.8,2319.06,28.36,393.52
44.78,8055.08,607.78,0.990763960084322,314.74,1.0774951735575748,0.7,9.266,171,-0.9517908442109168,100.0,2388.2,0.99280843519331,144,0.9894302427298434,366,14.6275,1.1758018786813995,1.012615606783349,1272.01,8723.13,1.105252508398874,0.9985720473462004,19.9986,0.973020749450082,0.8672018675089078,1498.3,2324.0,24.25,334.25
42.46,8079.85,549.93,-0.7923601336785141,130.05,1.500206455460281,0.8413,9.412,172,1.2294325722659811,100.0,2387.76,-1.0220615511037483,144,-0.7845167307126236,332,6.336,1.357012116455229,-0.1207302575774788,1139.73,8318.68,0.1561984833961683,-0.6889509481293533,41.9996,-0.8859168479563625,-0.1733478417279312,1360.32,2211.71,10.28,138.31
42.4,8060.68,555.98,1.2622360782446118,182.22,1.2591712303783769,0.84,9.389,173,0.6952175989930672,100.0,2387.87,-0.6754808811938667,144,1.2692518349244708,337,8.7691,0.6407276792719248,2.2821372300412217,1134.17,8344.44,0.5122626002425621,1.340791002952732,35.0038,0.2690712909023559,-1.2307873704405006,1363.23,2222.84,14.69,193.78
42.14,8061.01,556.34,1.2508150910593003,181.93,0.2146852550235059,0.8416,9.3822,174,0.5372757808080385,100.0,2387.89,-0.6124662139373943,144,1.269622083449013,336,8.8315,1.086473030468738,1.8015637325174816,1137.63,8347.28,1.077560270287323,1.4615690364055536,34.9992,0.3964069397516921,-1.212584186065171,1367.85,2222.8,14.67,193.79
